Club Name,Course Name,Website
Hirsel Golf Club,Hirsel Golf Club,
Hoddom Castle Caravan Site golf course,Hoddom Castle Caravan Site golf course,https://www.hoddomcastle.co.uk
Hollandbush Golf Course,Hollandbush Golf Course,https://www.hollandbushgolfclub.co.uk
Holywood Golf Course,Holywood Golf Course,
Hope Park Pitch & Putt,Hope Park Pitch & Putt,https://www.keswick.org/what-to-do/attractions/hope-park
Hopeman Golf Club,Hopeman Golf Club,http://www.hopemangc.co.uk
Houghton-le-Spring Golf Club,Houghton-le-Spring Golf Club,http://www.houghtongolfclub.co.uk
Houston Driving Range,Houston Driving Range,
Hunley Golf Club,Hunley Golf Club,https://www.hunleygolf.co.uk
Huntly Golf Club,Huntly Golf Club,https://www.huntlygolfclub.com
iLactive,Whinhill Golf Course,https://ilactivegolf.com
Inchmarlo Golf Driving Range,Inchmarlo Golf Driving Range,https://www.inchmarlogolf.co.uk
Inchmarlo Golf Resort,Inchmarlo Golf Resort,https://www.inchmarlogolf.co.uk
Ineos Golf Club,Ineos Golf Club,https://ineosgolfclub.webs.com
info@airdriegolfclub.com,Airdrie Golf Club,https://www.airdriegolfclub.co.uk
info@craigielawgolfclub.com,Craigielaw Golf Club,https://www.craigielawgolfclub.com
info@dollargolfclub.com,Dollar Golf Club,https://www.dollargolfclub.com
info@kames-golf-club.com,The Kames Golf Club (Mouse Valley),http://www.kames-golf-club.com/html
info@newmachargolfclub.co.uk,Newmachar Golf Club,https://www.newmachargolfclub.co.uk
info@shottsgolfclub.co.uk,Shotts Golf Club,https://www.shottsgolfclub.co.uk
Innerleithen Golf Club,Innerleithen Golf Club,https://www.innerleithengolf.co.uk
Insch Golf Club,Insch Golf Club,https://www.inschgolfclub.co.uk
Inverallochy Golf Club,Inverallochy Golf Club,https://www.inverallochygolfclub.com
Inveraray Golf Club,Inveraray Golf Club,
Invergordon Golf Club,Invergordon Golf Club,https://invergordongolf.co.uk
Inverness Golf Club,Inverness Golf Club,https://www.invernessgolfclub.co.uk
Inverurie Golf Club,Inverurie Golf Club,https://www.inveruriegolfclub.co.uk
Iona Golf Course,Iona Golf Course,
Irvine Golf Club,Irvine Golf Club,https://www.theirvinegolfclub.co.uk
Irvine Ravenspark Golf Club,Irvine Ravenspark Golf Club,https://www.irgc.co.uk
Isle of Eriska Golf Club,Isle of Eriska Golf Club,
Isle of Skye Golf Club,Isle of Skye Golf Club,https://www.isleofskyegolfclub.co.uk
Jedburgh Golf Course,Jedburgh Golf Course,https://www.jedburghgolfclub.co.uk
Keith Golf Club,Keith Golf Club,http://www.keithgolfclub.co.uk
Kelly Castle golf course,Kelly Castle golf course,
Kelso Golf Club,Kelso Golf Club,https://www.kelsogolfclub.co.uk
Kemnay Golf Club,Kemnay Golf Club,https://www.kemnaygolfclub.co.uk
Kempston Course,Kempston Course,
Kenmay Golf Course,Beechbank 6-hole course,https://www.kemnaygolfclub.co.uk/copy-of-championship-course
Keswick Golf Club,Keswick Golf Club,https://www.keswickgolfclub.com
Kilbirnie Place Golf Club,Kilbirnie Place Golf Club,https://www.kilbirnieplacegc.co.uk
Killin Golf Club,Killin Golf Club,https://www.killingolfclub.co.uk
Killymoon Golf Club,Killymoon Golf Club,https://www.killymoongolfclub.com
Kilmacolm Golf Club,Kilmacolm Golf Club,https://www.kilmacolmgolfclub.com
Kilmarnock Golf Club Barassie Links,Kilmarnock Golf Club Barassie Links,https://www.kbgc.co.uk
Kilrea Golf Course,Kilrea Golf Course,https://kilreagolfclub.com
Kilspindie Golf Club,Kilspindie Golf Club,http://kilspindiegolfclub.co.uk
Kilsyth Lennox Golfcouse,Kilsyth Lennox Golfcouse,https://www.kilsythlennox.com
Kilwinning Sports Club driving range,Kilwinning Sports Club driving range,https://www.kilwinningsportsclub.co.uk
King James VI Golf Club,King James VI Golf Club,https://www.kingjamesvi.co.uk
King Robert the Bruce,King Robert the Bruce,
King's Acre Golf Course,King's Acre Golf Course,https://www.kings-acregolf.com
King's Acre Golf Driving Range,King's Acre Golf Driving Range,
King's Golf Club,King's Golf Club,https://www.kingsgolfclubinverness.co.uk
Kings Links Golf Course,Kings Links Golf Course,https://www.sportaberdeen.co.uk/kings-links
Kingsbarns Golf Links,Kingsbarns Golf Links,https://www.kingsbarns.com
Kingsfield Golf Course,Kingsfield Golf Course,https://www.kingsfieldgolf.com
Kingsknowe Golf Course,Kingsknowe Golf Course,https://www.kingsknowe.com
Kingussie Golf Club,Kingussie Golf Club,https://kingussiegolfclub.co.uk
Kinloss Golf Course,Kinloss Golf Course,
Kinross Golf Club,The Bruce,
Kinross Golf Club,The Montgomery,
Kintore Golf Club,Kintore Golf Club,https://www.kintoregolfclub.net
Kippie Lodge Sports & Leisure,Kippie Lodge Sports & Leisure,http://www.kippielodge.com/sports
Kirkcaldy Golf Club,Kirkcaldy Golf Club,https://kirkcaldygolfclub.co.uk
Kirkcudbright Golf Course,Kirkcudbright Golf Course,https://www.kirkcudbrightgolf.co.uk
Kirkhill Golf Club,Kirkhill Golf Club,https://www.kirkhillgolfclub.org.uk
Kirkintilloch Golf Club,Kirkintilloch Golf Club,https://www.kirkintillochgolfclub.com
Kirriemuir Golf Club,Kirriemuir,https://www.kirriemuirgolfclub.co.uk
Knightswood Golf Course,Knightswood Golf Course,https://www.glasgowlife.org.uk/sport/our-facilities/golfcourses/knightswood-golf-course
Knightswood Pitch & Putt,Knightswood Pitch & Putt,https://www.glasgowlife.org.uk/sport/our-facilities/pitchandputt/knightswood-park
Knock Golf Club,Knock Golf Club,
Knotty Hill Golf Centre,Knotty Hill Golf Centre,https://www.knottyhill.com
Kyles of Bute Golf Club,Kyles of Bute Golf Club,https://www.kylesofbutegolfclub.co.uk
Ladybank Golf Club,Ladybank Golf Club,https://ladybankgolf.co.uk
Ladybank Golf Club,Wee Course,
Lamlash Golf Club,Lamlash Golf Club,https://www.lamlashgolfclub.com
Lanark Golf Club,Lanark Golf Club,https://www.lanarkgolfclub.co.uk
Langholm Golf Club,Langholm Golf Club,https://www.langholmgolfclub.co.uk
Langlands Golf Club,Langlands Golf Club,https://www.langlandsgolfclub.co.uk
Lansdowne Course,Lansdowne Course,
Largs Golf Course,Largs Golf Course,https://www.largsgolfclub.co.uk
Larne Golf Club,Larne Golf Club,https://www.larnegolfclub.co.uk
Lauder Golf Club,Lauder Golf Club,https://lauder.golf-club.website/website
Leadhills Golf Course,Leadhills Golf Course,https://www.leadhillsgolfclub.com
Lenzie Golf Club,Lenzie Golf Club,https://www.lenziegolfclub.co.uk
Leslie Golf Club,Leslie Golf Club,https://www.lesliegolfclub.co.uk
Leven Links,Leven Links Golf Course,https://www.leven-links.com
Liberton Golf Course,Liberton Golf Course,https://www.libertongc.co.uk
Lilliardsedge Holiday Park & Golf Course,Lilliardsedge Holiday Park & Golf Course,https://www.lilliardsedgepark.co.uk/Page/Golf.aspx
Lilliesleaf Golf Course,Lilliesleaf Golf Course,
Linlithgow Golf Club,Linlithgow Golf Club,https://www.linlithgowgolf.co.uk
Linn Park Golf Course (closed),Linn Park Golf Course (closed),
Loch Lomond Golf Course,Loch Lomond Golf Course,https://www.lochlomond.com
Loch of Aboyne Golf Course,Loch of Aboyne Golf Course,
Loch View Golf Course,Loch View Golf Course,https://www.activenl.co.uk/venue-finder/venues-3/lochview-family-golf-centre
Lochcarron Golf Course,Lochcarron Golf Course,https://lochcarrongolfclub.co.uk
Lochgelly Golf Club,Lochgelly Golf Club,https://www.lochgellygolfclub.co.uk
Lochgilphead Golf Club,Lochgilphead Golf Club,https://www.lochgilpheadgolfclub.co.uk
Lochview Family Golf Centre,Lochview Family Golf Centre,
Lochwinnoch Golf Club,Lochwinnoch Golf Club,https://www.lochwinnochgolf.co.uk
Lockerbie Golf Club,Lockerbie Golf Club,http://www.lockerbiegolf.co.uk
Longhirst Hall Golf Course,Longhirst Hall Golf Course,https://longhirstgolf.co.uk
Longniddry Golf Course,Longniddry Golf Course,https://www.longniddrygolfclub.co.uk
Longside Golf Club,Longside Golf Club,https://longsidegolfclub.co.uk
Loudoun Gowf Club,Loudoun Gowf Club,https://www.loudoungowfclub.co.uk
Luffness New Golf Club,Luffness New Golf Club,https://www.luffnessnew.com
Lumphanan Golf Course,Lumphanan Golf Course,https://www.lumphanangolfclub.co.uk
Lundin Golf Club,Lundin Golf Club,https://www.lundingolfclub.co.uk
Lundin Ladies Golf Club,Lundin Ladies Golf Club,http://www.lundinladiesgolfclub.co.uk
Lybster Golf Club,Lybster Golf Club,https://lybstergolfclub.co.uk
Macdonald Cardrona Hotel Golf Course,Macdonald Cardrona Hotel Golf Course,
Macdonald Linden Hall Golf & Country Club,Macdonald Linden Hall Golf & Country Club,https://www.macdonaldhotels.co.uk/our-hotels/macdonald-linden-hall-golf-country-club
Macdonald Spey Valley Championship Golf Course,Macdonald Spey Valley Championship Golf Course,https://www.macdonaldhotels.co.uk/spey-valley/golf
Machrie Bay Golf Course,Machrie Bay Golf Course,https://machriebay.com
Machrihanish Dunes Golf Course,Machrihanish Dunes Golf Course,http://www.machrihanishdunes.com
Machrihanish Links,Machrihanish Links,https://www.machgolf.com
Magdalene Fields,Magdalene Fields,https://magdalene-fields.co.uk
Mains of Taymouth Golf Course,Mains of Taymouth Golf Course,https://www.taymouth.co.uk/on-site-facilities/kenmore-golf-course.htm
Manager@pollokgolf.com,Pollok Golf Course,https://www.pollokgolf.com
Maryport Golf Club,Maryport Golf Club,http://www.maryportgolfclub.co.uk/Intro.aspx
Massereene Golf Club,Massereene Golf Club,
"Matfen Hall Hotel, Golf & Spa","Matfen Hall Hotel, Golf & Spa",https://www.matfenhall.com
Maverston Golf Course,Maverston Golf Course,https://www.maverstongolf.com
Maybole Golf Course,Maybole Golf Course,https://www.maybolegolf.com
McDonald Golf Course,McDonald Golf Course,https://www.ellongolfclub.co.uk
Mearns Castle Golf Academy,Mearns Castle Golf Academy,https://mcgolfacademy.co.uk
Meldrum House Golf Course,Meldrum House Golf Course,https://www.meldrumhouse.com/golf
Meldrum House Teaching Academy course,Meldrum House Teaching Academy course,https://www.meldrumhouse.com/golf/teaching-academy
Melrose Golf Club,Melrose Golf Club,https://melrosegolfclub.co.uk
Melville Golf Course,Melville Golf Course,https://www.melvillegolf.com
Menie Links,Menie Links,
Merchants of Edinburgh Golf Club,Merchants of Edinburgh Golf Club,https://www.merchantsgolf.com
Middlebank Golf Driving Range,Middlebank Golf Driving Range,
Millport Golf Course,Millport Golf Course,https://Millport Golf Course
Milnathort Golf Club,Milnathort Golf Club,https://www.milnathortgolfclub.co.uk
Milngavie Golf Club,Milngavie Golf Club,https://www.milngaviegolfclub.co.uk
Minto Golf Course,Minto Golf Course,https://www.mintogolf.co.uk
Moffat Golf Course,Moffat Golf Course,https://www.moffatgolfclub.co.uk
Monifieth Golf Links,Ashludie Course,
Monifieth Golf Links,Medal Course,
Monksford House Golf Course,Monksford House Golf Course,
Montrose Golf Links,Montrose Golf Links,https://montrosegolflinks.com
Moray Golf Club,Moray Golf Club,https://www.moraygolf.co.uk
Morpeth Golf Club,Morpeth Golf Club,https://www.morpethgolf.co.uk
Mortonhall Golf Club,Mortonhall Golf Course,https://www.mortonhallgc.co.uk
Mount Ober Golf Club,Mount Ober Golf Club,
Mounthooly Golf Driving Range,Mounthooly Golf Driving Range,
Moyola Park,Moyola Park,
Moyola Park Golf Club,Moyola Park Golf Club,
Muckhart Golf Club,Arndean,https://www.muckhartgolf.com
Muckhart Golf Club,Cowden,https://www.muckhartgolf.com
Muckhart Golf Club,Naemoor,https://www.muckhartgolf.com
Muir of Ord Golf Club,Muir of Ord Golf Club,https://www.muirofordgolfclub.co.uk
Muirfield,Muirfield,https://www.muirfield.org.uk
Muirkirk Golf Club,Muirkirk Golf Club,
Murcar Links Golf Club,Murcar Links Golf Club,https://murcarlinks.com
Murrayfield Golf Course,Murrayfield Golf Course,https://www.murrayfieldgolfclub.co.uk
Murrayshall Country Estate,Lynedoch Course,https://www.murrayshall.co.uk
Murrayshall Country Estate,Murrayshall Course,https://www.murrayshall.co.uk
Musselburgh Golf Course,Musselburgh Golf Course,https://www.themusselburghgolfclub.com
"Musselburgh Links, The Old Golf Course","Musselburgh Links, The Old Golf Course",http://www.musselburgholdlinks.co.uk
Myrus Golf Centre and Driving Range,Myrus Golf Centre and Driving Range,http://www.myrusgolf.co.uk
N1GOLF Centre Morpeth,N1GOLF Centre Morpeth,https://morpethgolfcentre.com
Nairn Dunbar Golf Course,Nairn Dunbar Golf Course,https://www.nairndunbar.com
Nairn Golf Club,Nairn Golf Club,https://nairngolfclub.co.uk
New Cumnock Golf Course,New Cumnock Golf Course,https://members.tripod.com/bob_newcumnock/golf/welcomex.html
New Galloway Golf Club,New Galloway Golf Club,https://newgallowaygolfclub.com
Newbattle Golf Club,Newbattle Golf Club,https://newbattlegolfclub.com
Newbiggin by the Sea Golf Club,Newbiggin by the Sea Golf Club,https://www.newbiggingolfclub.co.uk
Newburgh Golf Club,Newburgh Golf Club,https://www.newburghgolfclub.co.uk
Newcastle United Golf Club,Newcastle United Golf Club,https://www.newcastleunitedgolfclub.co.uk
Newcastleton Golf Course,Newcastleton Golf Course,https://www.visitnewcastleton.com/content/newcastleton-golf-club
Newton Stewart Golf Club,Newton Stewart Golf Club,https://www.newtonstewartgolfclub.co.uk
Newtonmore Golf Club,Newtonmore Golf Club,https://www.newtonmoregolf.com
Newtownstewart Golf Club,Newtownstewart Golf Club,https://www.newtownstewartgolfclub.com
Niddry Castle Golf Club,Niddry Castle Golf Course,https://www.niddrycastlegolfclub.co.uk
North Gailes Golf Centre,North Gailes Golf Centre,http://www.northgailes.co.uk/golf.html
North Tyneside Council,Whitley Bay Links Mini Golf 18 Hole Course,https://my.northtyneside.gov.uk/category/217/grass-pitches-and-mini-golf
North Tyneside Council,Whitley Bay Links Mini Golf 9 Hole Course,https://my.northtyneside.gov.uk/category/217/grass-pitches-and-mini-golf
North West Golf Club,North West Golf Club,
Northumberland Golf Club,Northumberland Golf Club,https://www.thengc.co.uk
Norton Golf Course,Norton Golf Course,
Nunfield Golf Course,Nunfield Golf Course,https://www.thecounty.co.uk
Oakleaf Golf Complex,Oakleaf Golf Complex,https://www.great-aycliffe.gov.uk/oakleafgolfcomplex/the-course.html
Oatridge Golf Course,Oatridge Golf Course,
Ochil Developments,gWest golf course,https://www.gwest.co.uk/golf.php
office@lochgolf.demon.co.uk,Lochranza Golf Course,http://www.lochranzagolf.com
Old Course,Old Course,
Oldmeldrum Golf Club,Oldmeldrum Golf Club,https://www.oldmeldrumgolf.co.uk
Omagh Golf Club,Omagh Golf Club,
Orkney Golf Club,Orkney Golf Club,https://orkneygolfclub.co.uk
Ormeau Golf Club,Ormeau Golf Club,
Paisley Golf Club,Paisley Golf Club,https://paisleygolfclub.com
Palacerigg Golf Club,Palacerigg Golf Club,http://www.palacerigggolfclub.co.uk
Panmure Golf Club,Panmure Links,https://www.panmuregolfclub.co.uk
Paul Lawrie Golf Centre,Paul Lawrie Golf Centre,https://www.paullawriegolfcentre.co.uk
Peebles Golf Club,Peebles Golf Club,https://www.peeblesgolfclub.com
Penrith Golf Course,Penrith Golf Course,https://www.penrithgolf.org
Penrith Golf Hub,Penrith Golf Hub,https://www.penrithgolfhub.co.uk
Percy Wood Country Park,Percy Wood Country Park,https://www.percywood.co.uk
Perth & Kinross Council,North Inch Golf Course,https://www.northinchgolf.co.uk
peter.donnelly2@virgin.net,North Ronaldsay Golf Course,https://northronaldsaytrust.com/2017/06/09/18-hole-golf-course-project
Peterculter Golf Club,Peterculter Golf Club,https://www.petercultergolfclub.co.uk
Peterhead Golf Club,Craigewan Course,https://www.peterheadgolfclub.co.uk/course/craigewan-course
Peterhead Golf Club,New Course,https://www.peterheadgolfclub.co.uk/course/new-course
Pettens Links,Pettens Links,
Piperdam Golf & Leisure Resort,Piperdam Golf & Leisure Resort,https://www.landal.co.uk/parks/piperdam?gclsrc=aw.ds&gad_source=1#filter:eyJhttps://www.landal.co.uk/parks/piperdamzIjoiMyJ9
Pitch & Putt,Pitch & Putt,
Pitch and Putt,Pitch and Putt,
Pitch and Putt Course,Pitch and Putt Course,
Pitlochry Golf Course,Pitlochry Golf Course,https://www.pitlochrygolf.co.uk
Pitlochry Putting Green,Pitlochry Putting Green,
Pitreavie Golf Club,Pitreavie Golf Club,https://www.pitreaviegolfclub.co.uk
playsportgolf@googlemail.com,Playsport Golf Test Drive Range,https://www.playsportgolf.co.uk
Polmont Golf Club,Polmont Golf Club,http://www.polmontgolfclub.co.uk
Ponteland Golf Club,Ponteland Golf Club,https://www.thepontelandgolfclub.co.uk
Port Bannatyne Golf Club,Port Bannatyne Golf Club,http://portbannatynegolfclub.co.uk
Port Glasgow Golf Club,Port Glasgow Golf Club,https://www.portglasgowgolfclub.co.uk
Portmahomack Golf Club,Portmahomack Golf Club,https://portmahomackgolfclub.com
Portpatrick Dunskey Golf Club,Portpatrick Dunskey Golf Club,https://www.portpatrickgolfclub.com
Portsalon Golf Club,Portsalon Golf Club,https://www.portsalongolfclub.ie
Portstewart Golf Club,Riverside - Portstewart Golf Club,
Portstewart Golf Club,The Old Course - Portstewart Golf Club,
Portstewart Golf Club,The Strand - Portstewart Golf Club,
Powfoot Golf Club,Powfoot Golf Club,https://www.powfootgolfclub.com
Practise area,Practise area,https://www.stirlinggolfclub.com
Prestonfield Golf Course,Prestonfield Golf Course,https://www.prestonfieldgolf.co.uk
Prestwick Golf Club,Prestwick Golf Club,https://www.prestwickgc.co.uk
proshop@royalmusselburgh.co.uk,Royal Musselburgh Golf Course,https://www.royalmusselburgh.co.uk
Prudhoe Golf Club,Prudhoe Golf Club,https://www.prudhoegolfclub.co.uk
Pumpherston Golf Club,Pumpherston Golf Club,https://www.pumpherstongolfclub.co.uk
Queen's Park Pitch & Putt,Pitch and Putt,https://www.glasgowlife.org.uk/sport/our-facilities/pitchandputt/queens-park
Ralston Golf Course,Ralston Golf Course,https://www.ralstongolfclub.com
Ramside Hall Hotel & Golf Club,Cathedral Course,https://www.ramsidehallhotel.co.uk/golf/cathedral-course
Ramside Hall Hotel & Golf Club,Prince Bishops Course,https://www.ramsidehallhotel.co.uk/golf/prince-bishops-course
Ranfurly Castle Golf Club,Ranfurly Castle Golf Club,https://www.ranfurlycastlegolfclub.co.uk
Raon Goilf Aisgernis,Raon Goilf Aisgernis,https://askernishgolfclub.com
Ratho Park Golf Club,Ratho Park Golf Club,https://www.rathoparkgolfclub.co.uk
Ravelston Golf Course,Ravelston Golf Course,https://www.ravelstongolfclub.co.uk
Ravensworth Golf Club,Ravensworth Golf Club,http://www.ravensworthgolfclub.co.uk
Reay Golf Course,Reay Golf Course,https://reaygolfclub.com
Redcastle Hotel golf course,Redcastle Hotel golf course,https://www.redcastlehoteldonegal.com
Renfrew Golf Course,Renfrew Golf Course,https://www.renfrewgolfclub.net
Ronan Valley Golf Course,Ronan Valley Golf Course,
Roodlea Golf Course,Roodlea Golf Course,http://www.roodleagolf.co.uk
Rosapenna Golf Course,Rosapenna Golf Course,
Roseberry Grange Golf Club,Roseberry Grange Golf Club,https://roseberrygrange.com
Rosehearty Golf Club,Rosehearty Golf Club,https://www.roseheartygolfclub.com
Rosemount Course,Rosemount Course,
Rothbury Golf Club,Rothbury Golf Club,https://www.rothburygolfclub.com
Rothes Golf Course,Rothes Golf Course,https://www.rothesgolfclub.co.uk
Rothesay Golf Club,Rothesay Golf Club,https://www.rothesaygolfclub.co.uk
Routenburn Golf Club,Routenburn Golf Club,https://www.routenburngolfclub.co.uk
Rowallan Castle Golf Course,Rowallan Castle Golf Course,https://rowallancastle.com/rowallan-championship-golf-course-ayrshire
Roxburghe Hotel & Golf Course,Roxburghe Hotel & Golf Course,http://www.roxburghe.net/golf-course
Royal Aberdeen Golf Club,Royal Aberdeen Golf Club,https://www.royalaberdeengolf.com
Royal Belfast Golf Club,Royal Belfast Golf Club,
Royal Dornoch Golf Club,Championship Course,https://www.royaldornoch.com
Royal Dornoch Golf Club,Royal Dornoch Golf Club,
Royal Dornoch Golf Club,Struie Course,https://royaldornoch.com/struie-course
Royal Portrush Golf Club,Dunluce Links,https://www.royalportrushgolfclub.com/courses/the-dunluce
Royal Portrush Golf Club,Royal Portrush Golf Club,
Royal Portrush Golf Club,Valley Links,https://www.royalportrushgolfclub.com/courses/the-valley
Royal Tarlair Golf Club,Royal Tarlair Golf Club,https://royaltarlair.co.uk
Royal Troon Golf Club,Old Course,https://www.royaltroon.co.uk/the-courses/old-course
Royal Troon Golf Club,Portland Course,https://www.royaltroon.co.uk/the-courses/portland-course
Ruchill Park Golf Course,Ruchill Park Golf Course,https://www.glasgowlife.org.uk/sport/our-facilities/golfcourses/ruchill-golf-course
Rutherford Castle Golf Course,Rutherford Castle Golf Course,http://rutherfordcastlegc.org.uk
Ryton Golf Club,Ryton Golf Club,https://www.rytongolfclub.co.uk
Saline Golf Course,Saline Golf Course,https://salinegc.co.uk
Saltburn Golf Club,Saltburn Golf Club,https://www.saltburngolf.co.uk
Sandyhills Golf Club,Sandyhills Golf Club,https://www.sandyhillsgolfclub.co.uk
Sanquhar Golf Course,Sanquhar Golf Course,
Scotscraig Golf Club,Scotscraig Golf Club,https://www.scotscraiggolfclub.com
Scrabo Golf Club,Scrabo Golf Club,
Seaham Golf Club,Seaham Golf Club,https://www.seahamgolfclub.co.uk
Seahouses Golf Club,Seahouses Golf Club,https://seahousesgolf.co.uk
Seaton Carew Golf Club,Seaton Carew Golf Club,https://www.seatoncarewgolfclub.co.uk
secretary@fortrosegolfclub.co.uk,Fortrose & Rosemarkie Golf Club,https://www.fortrosegolfclub.co.uk
secretary@oldranfurly.com,Old Course Ranfurly Golf Club,http://www.oldranfurly.com
Selkirk Golf Club,Selkirk Golf Club,https://www.selkirkgolfclub.co.uk
Seton Sands 9 Hole Golf Course,Seton Sands 9 Hole Golf Course,https://www.haven.com/parks/scotland/seton-sands
Shandon Park Golf Course,Shandon Park Golf Course,
Sharpley Golf Course,Sharpley Golf Course,http://sharpleygolf.blogspot.co.at
Shetland Golf Club,Shetland Golf Club,https://www.shetlandgolfclub.co.uk
Shiskine Golf Club,Shiskine Golf Club,https://www.shiskinegolf.com
Silloth on Solway Golf Club,Silloth on Solway Golf Club,https://www.sillothgolfclub.co.uk
Silverknowes Golf Course,Silverknowes Golf Course,https://www.edinburghleisure.co.uk/venues/silverknowes-golf-course
Skeabost House Hotel,Skeabost Golf Club,
Skelmorlie Golf Club,Skelmorlie Golf Club,https://www.skelmorliegolf.co.uk
Slaley Hall Golf Club,Slaley Hall Golf Club,https://www.slaleyhallhotel.com/golf
South Ayrshire Council,Belleisle & Seafield Golf Courses,https://www.golfsouthayrshire.com/play/the-courses/belleisle-park
South Lanarkshire Leisure and Culture Limited,Larkhall Golf Course,https://www.slleisureandculture.co.uk/info/243/larkhall_golf_course
South Moor Golf Club,South Moor Golf Club,https://www.southmoorgc.co.uk
South Ronaldsay Golf Course,South Ronaldsay Golf Course,https://southronaldsaygolf.com
South Shields Golf Club,South Shields Golf Club,https://www.ssgc.co.uk
Southerness Golf Course,Southerness Golf Course,https://southernessgolfclub.com
Spean Bridge Golf Club,Spean Bridge Golf Club,https://speangolf.co.uk
Spey Bay Golf Course,Spey Bay Golf Course,https://www.linksdao.io/spey-bay
Spey Valley 9-hole Academy Golf Course,Spey Valley 9-hole Academy Golf Course,
sports.development@stir.ac.uk,University of Stirling - Airthrey Golf Club,https://www.stir.ac.uk/sports-centre/facilities/golf
St Andrews Links Trust,Balgove Course,http://www.standrews.org.uk/Play/Courses/Balgove-Course
St Andrews Links Trust,Craigtoun Course,https://www.standrews.com/golf/courses/the-craigtoun-course
St Andrews Links Trust,Eden Course,http://www.standrews.org.uk/Play/Courses/Eden-Course
St Andrews Links Trust,Jubilee Course,http://www.standrews.org.uk/Play/Courses/Jubilee-Course
St Andrews Links Trust,New Course,http://www.standrews.org.uk/Play/Courses/New-Course
St Andrews Links Trust,Old Course,http://www.standrews.org.uk/Play/Courses/Old-Course
St Andrews Links Trust,Strathtyrum Course,http://www.standrews.org.uk/Play/Courses/Strathtyrum-Course
St Andrews Links Trust,The Castle Course,http://www.standrews.org.uk/Play/Courses/The-Castle-Course
St Boswells Golf Course,St Boswells Golf Course,https://www.stboswellsgolfclub.co.uk
St Fillans Golf Club,St Fillans Golf Club,https://www.st-fillans-golf.com
St Medan Golf Club,St Medan Golf Club,https://www.stmedangolfclub.com
St Michaels Golf Club,St Michaels Golf Club,https://stmichaelsgolfclub.com
St. Cuthbert Golf Club,St. Cuthbert Golf Club,https://www.stcuthbert.co.uk
St. Nicholas Golf Club,St. Nicholas Golf Club,https://www.prestwickstnicholas.com
St. Stephen’s Primary School golf course,St. Stephen’s Primary School golf course,https://blogs.glowscotland.org.uk/nl/ststephensprimary
Stirling Golf Club,Stirling Golf Club,https://www.stirlinggolfclub.com
Stocksfield Golf Club,Stocksfield Golf Club,https://www.stocksfieldgolfclub.co.uk
Stonehaven Golf Club,Stonehaven Golf Club,https://www.stonehavengolfclub.com
Stony Holme Golf Club,Stony Holme Golf Club,http://www.stonyholmegolfclub.co.uk
Strabane Golf Club,Strabane Golf Club,
Stranraer Golf Club,Stranraer Golf Club,https://www.stranraergolfclub.net
Strathaven Golf Club,Strathaven Golf Club,https://www.strathavengc.com
Strathclyde Park Golf Course,Strathclyde Park Golf Course,https://www.slleisureandculture.co.uk/info/244/strathclyde_park_golf_course
Strathendrick Golf Club,Strathendrick Golf Club,https://www.strathendrickgolfclub.co.uk
Strathlene Golf Club,Strathlene Golf Club,https://www.strathlenegolfclub.co.uk
Strathmore Golf Centre,Strathmore Golf Centre,https://www.strathmoregolf.com
Strathpeffer Spa Golf Club,Strathpeffer Spa Golf Club,https://www.strathpeffergolf.co.uk
Stromness Golf Club,Stromness Golf Club,https://www.stromnessgc.co.uk
Swanston Golf Course,Swanston Golf Course,https://www.swanstongolf.co.uk
Tain Golf Club,Tain Golf Club,https://tain-golfclub.co.uk
Tarbert Golf Club,Tarbert Golf Club,https://tarbertgolfclub.com
Tarland Golf Club,Tarland Golf Club,https://www.tarlandgolfclub.co.uk
Taymouth Castle Golf Course,Taymouth Castle Golf Course,https://welcometotaymouth.com
Taynuilt Golf Club,Taynuilt Golf Club,https://www.taynuiltgolfclub.co.uk
Teesside Golf Club,Teesside Golf Club,https://www.teessidegolfclub.com
"The Carnegie Club, Skibo Castle",Carnegie Links,https://www.carnegieclub.co.uk/golf-championship-links.html
The Carrick Golf Course,The Carrick Golf Course,https://www.thecarrick.com
The Dornock Course,The Dornock Course,
The Ferntower Coure,The Ferntower Coure,
The Golf House Club,Elie Golf Course,https://www.golfhouseclub.co.uk
The Hobson Golf Club,The Hobson Golf Club,https://www.thehobsongolfclub.co.uk
The Machrie,The Machrie,https://islaygolfclub.co.uk
The Manor House & Golf Course,The Manor House & Golf Course,
The National Trust for Scotland,Kingarrock Hickory Golf Course,https://www.nts.org.uk/visit/places/hill-of-tarvit-mansion/highlights/kingarrock-hickory-golf
The North Berwick Golf Club,The North Berwick Golf Club,https://www.northberwickgolfclub.com
The Pine Lodge Golf Centre,The Pine Lodge Golf Centre,
The R&A,Golf It!,https://www.golf-it.com
The Renaissance Club,The Renaissance Club,https://trcaa.com
The Royal Burgess Golfing Society of Edinburgh,The Royal Burgess Golfing Society of Edinburgh,https://www.royalburgess.co.uk
The Wee course,The Wee course,https://another.place/the-machrie/golf/the-wee-course
The Wee Course,The Wee Course,
The West Kilbride Golf Club,The West Kilbride Golf Club,https://www.westkilbridegolfclub.com
The Westerwood Hotel & Golf Resort,The Westerwood Hotel & Golf Resort,https://www.qhotels.co.uk/our-locations/the-westerwood-hotel-golf-resort/golf
